merchant_id,feature,is_used,monthly_frequency
BPM100776,Loan Dashboard,Yes,6
BPM100776,Rewards,Yes,13
BPM100777,QR Payments,Yes,20
BPM100777,Soundbox Alerts,Yes,10
BPM100777,Business Reports,Yes,6
BPM100777,Settlement History,Yes,14
BPM100777,Loan Dashboard,Yes,8
BPM100777,Rewards,No,0
BPM100778,QR Payments,Yes,23
BPM100778,Soundbox Alerts,Yes,19
BPM100778,Business Reports,Yes,8
BPM100778,Settlement History,Yes,19
BPM100778,Loan Dashboard,Yes,5
BPM100778,Rewards,Yes,11
BPM100779,QR Payments,Yes,27
BPM100779,Soundbox Alerts,No,0
BPM100779,Business Reports,Yes,3
BPM100779,Settlement History,Yes,14
BPM100779,Loan Dashboard,No,0
BPM100779,Rewards,No,0
BPM100780,QR Payments,Yes,30
BPM100780,Soundbox Alerts,Yes,20
BPM100780,Business Reports,Yes,1
BPM100780,Settlement History,No,0
BPM100780,Loan Dashboard,Yes,1
BPM100780,Rewards,Yes,13
BPM100781,QR Payments,Yes,22
BPM100781,Soundbox Alerts,Yes,18
BPM100781,Business Reports,Yes,8
BPM100781,Settlement History,Yes,15
BPM100781,Loan Dashboard,No,0
BPM100781,Rewards,Yes,8
BPM100782,QR Payments,No,0
BPM100782,Soundbox Alerts,No,0
BPM100782,Business Reports,No,0
BPM100782,Settlement History,No,0
BPM100782,Loan Dashboard,No,0
BPM100782,Rewards,Yes,8
BPM100783,QR Payments,No,0
BPM100783,Soundbox Alerts,Yes,18
BPM100783,Business Reports,No,0
BPM100783,Settlement History,Yes,15
BPM100783,Loan Dashboard,Yes,6
BPM100783,Rewards,Yes,13
BPM100784,QR Payments,No,0
BPM100784,Soundbox Alerts,No,0
BPM100784,Business Reports,Yes,3
BPM100784,Settlement History,No,0
BPM100784,Loan Dashboard,No,0
BPM100784,Rewards,No,0
BPM100785,QR Payments,Yes,25
BPM100785,Soundbox Alerts,Yes,18
BPM100785,Business Reports,Yes,1
BPM100785,Settlement History,Yes,12
BPM100785,Loan Dashboard,Yes,6
BPM100785,Rewards,Yes,7
BPM100786,QR Payments,No,0
BPM100786,Soundbox Alerts,Yes,10
BPM100786,Business Reports,Yes,6
BPM100786,Settlement History,No,0
BPM100786,Loan Dashboard,No,0
BPM100786,Rewards,Yes,13
BPM100787,QR Payments,Yes,22
BPM100787,Soundbox Alerts,No,0
BPM100787,Business Reports,No,0
BPM100787,Settlement History,Yes,19
BPM100787,Loan Dashboard,No,0
BPM100787,Rewards,Yes,19
BPM100788,QR Payments,Yes,19
BPM100788,Soundbox Alerts,Yes,16
BPM100788,Business Reports,Yes,4
BPM100788,Settlement History,Yes,15
BPM100788,Loan Dashboard,Yes,3
BPM100788,Rewards,Yes,19
BPM100789,QR Payments,Yes,27
BPM100789,Soundbox Alerts,Yes,10
BPM100789,Business Reports,Yes,6
BPM100789,Settlement History,Yes,20
BPM100789,Loan Dashboard,Yes,7
BPM100789,Rewards,Yes,16
BPM100790,QR Payments,Yes,16
BPM100790,Soundbox Alerts,Yes,13
BPM100790,Business Reports,No,0
BPM100790,Settlement History,No,0
BPM100790,Loan Dashboard,No,0
BPM100790,Rewards,Yes,7
BPM100791,QR Payments,Yes,30
BPM100791,Soundbox Alerts,Yes,17
BPM100791,Business Reports,No,0
BPM100791,Settlement History,No,0
BPM100791,Loan Dashboard,Yes,4
BPM100791,Rewards,Yes,19
BPM100792,QR Payments,Yes,24
BPM100792,Soundbox Alerts,Yes,20
BPM100792,Business Reports,Yes,1
BPM100792,Settlement History,No,0
BPM100792,Loan Dashboard,Yes,5
BPM100792,Rewards,No,0
BPM100793,QR Payments,Yes,21
BPM100793,Soundbox Alerts,Yes,17
BPM100793,Business Reports,Yes,1
BPM100793,Settlement History,Yes,5
BPM100793,Loan Dashboard,Yes,2
BPM100793,Rewards,Yes,9
BPM100794,QR Payments,Yes,21
BPM100794,Soundbox Alerts,Yes,13
BPM100794,Business Reports,No,0
BPM100794,Settlement History,Yes,12
BPM100794,Loan Dashboard,Yes,8
BPM100794,Rewards,Yes,5
BPM100795,QR Payments,No,0
BPM100795,Soundbox Alerts,No,0
BPM100795,Business Reports,Yes,7
BPM100795,Settlement History,Yes,9
BPM100795,Loan Dashboard,No,0
BPM100795,Rewards,Yes,16
BPM100796,QR Payments,No,0
BPM100796,Soundbox Alerts,No,0
BPM100796,Business Reports,Yes,1
BPM100796,Settlement History,No,0
BPM100796,Loan Dashboard,No,0
BPM100796,Rewards,Yes,8
BPM100797,QR Payments,Yes,26
BPM100797,Soundbox Alerts,No,0
BPM100797,Business Reports,Yes,7
BPM100797,Settlement History,No,0
BPM100797,Loan Dashboard,Yes,5
BPM100797,Rewards,Yes,20
BPM100798,QR Payments,Yes,27
BPM100798,Soundbox Alerts,Yes,6
BPM100798,Business Reports,Yes,5
BPM100798,Settlement History,Yes,16
BPM100798,Loan Dashboard,Yes,4
BPM100798,Rewards,Yes,5
BPM100799,QR Payments,Yes,25
BPM100799,Soundbox Alerts,Yes,10
BPM100799,Business Reports,Yes,7
BPM100799,Settlement History,No,0
BPM100799,Loan Dashboard,Yes,5
BPM100799,Rewards,Yes,17
BPM100800,QR Payments,No,0
BPM100800,Soundbox Alerts,Yes,20
BPM100800,Business Reports,No,0
BPM100800,Settlement History,No,0
BPM100800,Loan Dashboard,No,0
BPM100800,Rewards,No,0
BPM100801,QR Payments,No,0
BPM100801,Soundbox Alerts,No,0
BPM100801,Business Reports,No,0
BPM100801,Settlement History,No,0
BPM100801,Loan Dashboard,No,0
BPM100801,Rewards,No,0
BPM100802,QR Payments,Yes,21
BPM100802,Soundbox Alerts,Yes,11
BPM100802,Business Reports,Yes,2
BPM100802,Settlement History,Yes,6
BPM100802,Loan Dashboard,Yes,4
BPM100802,Rewards,Yes,10
BPM100803,QR Payments,Yes,30
BPM100803,Soundbox Alerts,Yes,9
BPM100803,Business Reports,Yes,1
BPM100803,Settlement History,No,0
BPM100803,Loan Dashboard,Yes,5
BPM100803,Rewards,No,0
BPM100804,QR Payments,Yes,27
BPM100804,Soundbox Alerts,Yes,20
BPM100804,Business Reports,No,0
BPM100804,Settlement History,Yes,12
BPM100804,Loan Dashboard,No,0
BPM100804,Rewards,No,0
BPM100805,QR Payments,Yes,19
BPM100805,Soundbox Alerts,Yes,15
BPM100805,Business Reports,Yes,2
BPM100805,Settlement History,Yes,7
BPM100805,Loan Dashboard,Yes,1
BPM100805,Rewards,No,0
BPM100806,QR Payments,Yes,30
BPM100806,Soundbox Alerts,Yes,17
BPM100806,Business Reports,Yes,2
BPM100806,Settlement History,Yes,9
BPM100806,Loan Dashboard,No,0
BPM100806,Rewards,Yes,5
BPM100807,QR Payments,Yes,24
BPM100807,Soundbox Alerts,No,0
BPM100807,Business Reports,Yes,8
BPM100807,Settlement History,Yes,14
BPM100807,Loan Dashboard,Yes,3
BPM100807,Rewards,No,0
BPM100808,QR Payments,No,0
BPM100808,Soundbox Alerts,Yes,20
BPM100808,Business Reports,No,0
BPM100808,Settlement History,Yes,7
BPM100808,Loan Dashboard,Yes,2
BPM100808,Rewards,Yes,19
BPM100809,QR Payments,Yes,29
BPM100809,Soundbox Alerts,Yes,16
BPM100809,Business Reports,Yes,3
BPM100809,Settlement History,Yes,14
BPM100809,Loan Dashboard,Yes,5
BPM100809,Rewards,Yes,6
BPM100810,QR Payments,No,0
BPM100810,Soundbox Alerts,Yes,5
BPM100810,Business Reports,No,0
BPM100810,Settlement History,No,0
BPM100810,Loan Dashboard,Yes,3
BPM100810,Rewards,No,0
BPM100811,QR Payments,Yes,23
BPM100811,Soundbox Alerts,Yes,8
BPM100811,Business Reports,Yes,6
BPM100811,Settlement History,Yes,14
BPM100811,Loan Dashboard,Yes,1
BPM100811,Rewards,Yes,15
BPM100812,QR Payments,Yes,16
BPM100812,Soundbox Alerts,Yes,12
BPM100812,Business Reports,Yes,1
BPM100812,Settlement History,Yes,7
BPM100812,Loan Dashboard,Yes,4
BPM100812,Rewards,Yes,5
BPM100813,QR Payments,Yes,24
BPM100813,Soundbox Alerts,Yes,13
BPM100813,Business Reports,Yes,1
BPM100813,Settlement History,Yes,10
BPM100813,Loan Dashboard,No,0
BPM100813,Rewards,No,0
BPM100814,QR Payments,Yes,22
BPM100814,Soundbox Alerts,No,0
BPM100814,Business Reports,No,0
BPM100814,Settlement History,Yes,10
BPM100814,Loan Dashboard,Yes,7
BPM100814,Rewards,Yes,15
BPM100815,QR Payments,Yes,22
BPM100815,Soundbox Alerts,Yes,6
BPM100815,Business Reports,Yes,3
BPM100815,Settlement History,Yes,10
BPM100815,Loan Dashboard,Yes,7
BPM100815,Rewards,Yes,18
BPM100816,QR Payments,No,0
BPM100816,Soundbox Alerts,Yes,16
BPM100816,Business Reports,Yes,3
BPM100816,Settlement History,Yes,9
BPM100816,Loan Dashboard,Yes,1
BPM100816,Rewards,No,0
BPM100817,QR Payments,Yes,30
BPM100817,Soundbox Alerts,No,0
BPM100817,Business Reports,Yes,5
BPM100817,Settlement History,No,0
BPM100817,Loan Dashboard,Yes,2
BPM100817,Rewards,Yes,13
BPM100818,QR Payments,Yes,17
BPM100818,Soundbox Alerts,Yes,9
BPM100818,Business Reports,Yes,8
BPM100818,Settlement History,Yes,20
BPM100818,Loan Dashboard,Yes,7
BPM100818,Rewards,Yes,12
BPM100819,QR Payments,Yes,24
BPM100819,Soundbox Alerts,Yes,9
BPM100819,Business Reports,Yes,8
BPM100819,Settlement History,Yes,10
BPM100819,Loan Dashboard,Yes,2
BPM100819,Rewards,Yes,7
BPM100820,QR Payments,Yes,21
BPM100820,Soundbox Alerts,Yes,9
BPM100820,Business Reports,Yes,7
BPM100820,Settlement History,No,0
BPM100820,Loan Dashboard,Yes,5
BPM100820,Rewards,No,0
BPM100821,QR Payments,Yes,19
BPM100821,Soundbox Alerts,Yes,6
BPM100821,Business Reports,Yes,1
BPM100821,Settlement History,Yes,6
BPM100821,Loan Dashboard,Yes,7
BPM100821,Rewards,Yes,17
BPM100822,QR Payments,Yes,28
BPM100822,Soundbox Alerts,Yes,19
BPM100822,Business Reports,No,0
BPM100822,Settlement History,Yes,18
BPM100822,Loan Dashboard,Yes,2
BPM100822,Rewards,Yes,10
BPM100823,QR Payments,No,0
BPM100823,Soundbox Alerts,Yes,13
BPM100823,Business Reports,Yes,5
BPM100823,Settlement History,No,0
BPM100823,Loan Dashboard,Yes,3
BPM100823,Rewards,Yes,17
BPM100824,QR Payments,Yes,27
BPM100824,Soundbox Alerts,Yes,15
BPM100824,Business Reports,Yes,5
BPM100824,Settlement History,Yes,18
BPM100824,Loan Dashboard,Yes,1
BPM100824,Rewards,Yes,8
BPM100825,QR Payments,No,0
BPM100825,Soundbox Alerts,Yes,5
BPM100825,Business Reports,Yes,2
BPM100825,Settlement History,No,0
BPM100825,Loan Dashboard,No,0
BPM100825,Rewards,Yes,12
BPM100826,QR Payments,No,0
BPM100826,Soundbox Alerts,Yes,8
BPM100826,Business Reports,Yes,8
BPM100826,Settlement History,No,0
BPM100826,Loan Dashboard,No,0
BPM100826,Rewards,Yes,13
BPM100827,QR Payments,Yes,21
BPM100827,Soundbox Alerts,No,0
BPM100827,Business Reports,No,0
BPM100827,Settlement History,No,0
BPM100827,Loan Dashboard,Yes,4
BPM100827,Rewards,Yes,11
BPM100828,QR Payments,No,0
BPM100828,Soundbox Alerts,No,0
BPM100828,Business Reports,Yes,6
BPM100828,Settlement History,Yes,11
BPM100828,Loan Dashboard,No,0
BPM100828,Rewards,Yes,6
BPM100829,QR Payments,No,0
BPM100829,Soundbox Alerts,No,0
BPM100829,Business Reports,Yes,5
BPM100829,Settlement History,Yes,15
BPM100829,Loan Dashboard,Yes,7
BPM100829,Rewards,No,0
BPM100830,QR Payments,No,0
BPM100830,Soundbox Alerts,No,0
BPM100830,Business Reports,No,0
BPM100830,Settlement History,No,0
BPM100830,Loan Dashboard,Yes,3
BPM100830,Rewards,No,0
BPM100831,QR Payments,Yes,18
BPM100831,Soundbox Alerts,Yes,8
BPM100831,Business Reports,Yes,5
BPM100831,Settlement History,Yes,10
BPM100831,Loan Dashboard,Yes,8
BPM100831,Rewards,Yes,14
BPM100832,QR Payments,Yes,27
BPM100832,Soundbox Alerts,Yes,10
BPM100832,Business Reports,No,0
BPM100832,Settlement History,Yes,18
BPM100832,Loan Dashboard,No,0
BPM100832,Rewards,Yes,19
BPM100833,QR Payments,Yes,17
BPM100833,Soundbox Alerts,No,0
BPM100833,Business Reports,Yes,1
BPM100833,Settlement History,Yes,9
BPM100833,Loan Dashboard,Yes,1
BPM100833,Rewards,Yes,15
BPM100834,QR Payments,No,0
BPM100834,Soundbox Alerts,No,0
BPM100834,Business Reports,No,0
BPM100834,Settlement History,No,0
BPM100834,Loan Dashboard,Yes,6
BPM100834,Rewards,No,0
BPM100835,QR Payments,No,0
BPM100835,Soundbox Alerts,Yes,20
BPM100835,Business Reports,Yes,6
BPM100835,Settlement History,Yes,7
BPM100835,Loan Dashboard,Yes,5
BPM100835,Rewards,No,0
BPM100836,QR Payments,Yes,30
BPM100836,Soundbox Alerts,No,0
BPM100836,Business Reports,Yes,6
BPM100836,Settlement History,No,0
BPM100836,Loan Dashboard,Yes,6
BPM100836,Rewards,No,0
BPM100837,QR Payments,No,0
BPM100837,Soundbox Alerts,No,0
BPM100837,Business Reports,No,0
BPM100837,Settlement History,Yes,10
BPM100837,Loan Dashboard,No,0
BPM100837,Rewards,No,0
BPM100838,QR Payments,Yes,29
BPM100838,Soundbox Alerts,No,0
BPM100838,Business Reports,No,0
BPM100838,Settlement History,No,0
BPM100838,Loan Dashboard,No,0
BPM100838,Rewards,Yes,5
BPM100839,QR Payments,Yes,28
BPM100839,Soundbox Alerts,Yes,20
BPM100839,Business Reports,No,0
BPM100839,Settlement History,No,0
BPM100839,Loan Dashboard,No,0
BPM100839,Rewards,Yes,13
BPM100840,QR Payments,Yes,28
BPM100840,Soundbox Alerts,Yes,17
BPM100840,Business Reports,No,0
BPM100840,Settlement History,Yes,17
BPM100840,Loan Dashboard,Yes,6
BPM100840,Rewards,No,0
BPM100841,QR Payments,Yes,20
BPM100841,Soundbox Alerts,No,0
BPM100841,Business Reports,No,0
BPM100841,Settlement History,Yes,15
BPM100841,Loan Dashboard,No,0
BPM100841,Rewards,Yes,18
BPM100842,QR Payments,No,0
BPM100842,Soundbox Alerts,Yes,7
BPM100842,Business Reports,Yes,6
BPM100842,Settlement History,No,0
BPM100842,Loan Dashboard,Yes,1
BPM100842,Rewards,Yes,16
BPM100843,QR Payments,Yes,16
BPM100843,Soundbox Alerts,No,0
BPM100843,Business Reports,Yes,5
BPM100843,Settlement History,Yes,10
BPM100843,Loan Dashboard,Yes,6
BPM100843,Rewards,Yes,17
BPM100844,QR Payments,No,0
BPM100844,Soundbox Alerts,Yes,13
BPM100844,Business Reports,No,0
BPM100844,Settlement History,Yes,7
BPM100844,Loan Dashboard,No,0
BPM100844,Rewards,Yes,13
BPM100845,QR Payments,Yes,15
BPM100845,Soundbox Alerts,Yes,5
BPM100845,Business Reports,No,0
BPM100845,Settlement History,Yes,11
BPM100845,Loan Dashboard,No,0
BPM100845,Rewards,No,0
BPM100846,QR Payments,No,0
BPM100846,Soundbox Alerts,No,0
BPM100846,Business Reports,No,0
BPM100846,Settlement History,Yes,14
BPM100846,Loan Dashboard,Yes,3
BPM100846,Rewards,Yes,9
BPM100847,QR Payments,Yes,26
BPM100847,Soundbox Alerts,Yes,20
BPM100847,Business Reports,Yes,8
BPM100847,Settlement History,Yes,12
BPM100847,Loan Dashboard,Yes,4
BPM100847,Rewards,Yes,7
BPM100848,QR Payments,No,0
BPM100848,Soundbox Alerts,Yes,18
BPM100848,Business Reports,No,0
BPM100848,Settlement History,No,0
BPM100848,Loan Dashboard,No,0
BPM100848,Rewards,No,0
BPM100849,QR Payments,Yes,25
BPM100849,Soundbox Alerts,Yes,16
BPM100849,Business Reports,No,0
BPM100849,Settlement History,Yes,18
BPM100849,Loan Dashboard,Yes,5
BPM100849,Rewards,No,0
BPM100850,QR Payments,Yes,28
BPM100850,Soundbox Alerts,Yes,12
BPM100850,Business Reports,Yes,2
BPM100850,Settlement History,No,0
BPM100850,Loan Dashboard,No,0
BPM100850,Rewards,Yes,6
BPM100851,QR Payments,Yes,28
BPM100851,Soundbox Alerts,Yes,11
BPM100851,Business Reports,No,0
BPM100851,Settlement History,Yes,6
BPM100851,Loan Dashboard,No,0
BPM100851,Rewards,No,0
BPM100852,QR Payments,No,0
BPM100852,Soundbox Alerts,Yes,16
BPM100852,Business Reports,Yes,6
BPM100852,Settlement History,Yes,6
BPM100852,Loan Dashboard,No,0
BPM100852,Rewards,Yes,16
BPM100853,QR Payments,No,0
BPM100853,Soundbox Alerts,No,0
BPM100853,Business Reports,No,0
BPM100853,Settlement History,No,0
BPM100853,Loan Dashboard,Yes,7
BPM100853,Rewards,No,0
BPM100854,QR Payments,Yes,26
BPM100854,Soundbox Alerts,Yes,13
BPM100854,Business Reports,Yes,7
BPM100854,Settlement History,Yes,13
BPM100854,Loan Dashboard,Yes,2
BPM100854,Rewards,Yes,6
BPM100855,QR Payments,No,0
BPM100855,Soundbox Alerts,Yes,19
BPM100855,Business Reports,Yes,1
BPM100855,Settlement History,Yes,13
BPM100855,Loan Dashboard,Yes,6
BPM100855,Rewards,Yes,20
BPM100856,QR Payments,No,0
BPM100856,Soundbox Alerts,No,0
BPM100856,Business Reports,Yes,6
BPM100856,Settlement History,No,0
BPM100856,Loan Dashboard,No,0
BPM100856,Rewards,No,0
BPM100857,QR Payments,Yes,18
BPM100857,Soundbox Alerts,Yes,5
BPM100857,Business Reports,Yes,4
BPM100857,Settlement History,Yes,15
BPM100857,Loan Dashboard,No,0
BPM100857,Rewards,Yes,6
BPM100858,QR Payments,Yes,21
BPM100858,Soundbox Alerts,Yes,13
BPM100858,Business Reports,No,0
BPM100858,Settlement History,Yes,5
BPM100858,Loan Dashboard,No,0
BPM100858,Rewards,Yes,6
BPM100859,QR Payments,Yes,26
BPM100859,Soundbox Alerts,Yes,13
BPM100859,Business Reports,Yes,8
BPM100859,Settlement History,Yes,8
BPM100859,Loan Dashboard,Yes,4
BPM100859,Rewards,Yes,10
BPM100860,QR Payments,Yes,17
BPM100860,Soundbox Alerts,Yes,8
BPM100860,Business Reports,Yes,3
BPM100860,Settlement History,Yes,11
BPM100860,Loan Dashboard,Yes,4
BPM100860,Rewards,Yes,16
BPM100861,QR Payments,Yes,29
BPM100861,Soundbox Alerts,Yes,15
BPM100861,Business Reports,No,0
BPM100861,Settlement History,Yes,19
BPM100861,Loan Dashboard,Yes,7
BPM100861,Rewards,Yes,12
BPM100862,QR Payments,Yes,26
BPM100862,Soundbox Alerts,Yes,6
BPM100862,Business Reports,Yes,3
BPM100862,Settlement History,No,0
BPM100862,Loan Dashboard,Yes,4
BPM100862,Rewards,Yes,19
BPM100863,QR Payments,Yes,26
BPM100863,Soundbox Alerts,Yes,5
BPM100863,Business Reports,Yes,6
BPM100863,Settlement History,No,0
BPM100863,Loan Dashboard,Yes,3
BPM100863,Rewards,Yes,11
BPM100864,QR Payments,Yes,20
BPM100864,Soundbox Alerts,Yes,8
BPM100864,Business Reports,Yes,7
BPM100864,Settlement History,Yes,6
BPM100864,Loan Dashboard,Yes,1
BPM100864,Rewards,Yes,5
BPM100865,QR Payments,No,0
BPM100865,Soundbox Alerts,No,0
BPM100865,Business Reports,Yes,8
BPM100865,Settlement History,Yes,18
BPM100865,Loan Dashboard,Yes,1
BPM100865,Rewards,Yes,7
BPM100866,QR Payments,Yes,24
BPM100866,Soundbox Alerts,Yes,18
BPM100866,Business Reports,Yes,1
BPM100866,Settlement History,Yes,10
BPM100866,Loan Dashboard,Yes,3
BPM100866,Rewards,Yes,11
BPM100867,QR Payments,No,0
BPM100867,Soundbox Alerts,Yes,10
BPM100867,Business Reports,No,0
BPM100867,Settlement History,No,0
BPM100867,Loan Dashboard,Yes,3
BPM100867,Rewards,Yes,20
BPM100868,QR Payments,No,0
BPM100868,Soundbox Alerts,Yes,17
BPM100868,Business Reports,Yes,6
BPM100868,Settlement History,Yes,17
BPM100868,Loan Dashboard,No,0
BPM100868,Rewards,Yes,6
BPM100869,QR Payments,No,0
BPM100869,Soundbox Alerts,Yes,12
BPM100869,Business Reports,No,0
BPM100869,Settlement History,Yes,9
BPM100869,Loan Dashboard,Yes,6
BPM100869,Rewards,Yes,17
BPM100870,QR Payments,No,0
BPM100870,Soundbox Alerts,Yes,14
BPM100870,Business Reports,Yes,3
BPM100870,Settlement History,No,0
BPM100870,Loan Dashboard,No,0
BPM100870,Rewards,Yes,5
BPM100871,QR Payments,Yes,17
BPM100871,Soundbox Alerts,Yes,8
BPM100871,Business Reports,Yes,7
BPM100871,Settlement History,Yes,11
BPM100871,Loan Dashboard,Yes,4
BPM100871,Rewards,Yes,10
BPM100872,QR Payments,No,0
BPM100872,Soundbox Alerts,Yes,19
BPM100872,Business Reports,Yes,7
BPM100872,Settlement History,Yes,8
BPM100872,Loan Dashboard,Yes,8
BPM100872,Rewards,Yes,6
BPM100873,QR Payments,Yes,25
BPM100873,Soundbox Alerts,Yes,5
BPM100873,Business Reports,Yes,8
BPM100873,Settlement History,No,0
BPM100873,Loan Dashboard,Yes,7
BPM100873,Rewards,Yes,9
BPM100874,QR Payments,No,0
BPM100874,Soundbox Alerts,No,0
BPM100874,Business Reports,No,0
BPM100874,Settlement History,Yes,6
BPM100874,Loan Dashboard,Yes,1
BPM100874,Rewards,Yes,20
BPM100875,QR Payments,No,0
BPM100875,Soundbox Alerts,No,0
BPM100875,Business Reports,No,0
BPM100875,Settlement History,No,0
BPM100875,Loan Dashboard,Yes,6
BPM100875,Rewards,No,0
BPM100876,QR Payments,Yes,28
BPM100876,Soundbox Alerts,No,0
BPM100876,Business Reports,Yes,6
BPM100876,Settlement History,No,0
BPM100876,Loan Dashboard,Yes,4
BPM100876,Rewards,Yes,20
BPM100877,QR Payments,No,0
BPM100877,Soundbox Alerts,Yes,9
BPM100877,Business Reports,Yes,6
BPM100877,Settlement History,Yes,18
BPM100877,Loan Dashboard,Yes,4
BPM100877,Rewards,Yes,19
BPM100878,QR Payments,Yes,17
BPM100878,Soundbox Alerts,Yes,15
BPM100878,Business Reports,Yes,8
BPM100878,Settlement History,Yes,15
BPM100878,Loan Dashboard,Yes,4
BPM100878,Rewards,Yes,19
BPM100879,QR Payments,Yes,27
BPM100879,Soundbox Alerts,No,0
BPM100879,Business Reports,No,0
BPM100879,Settlement History,Yes,15
BPM100879,Loan Dashboard,No,0
BPM100879,Rewards,Yes,17
BPM100880,QR Payments,Yes,30
BPM100880,Soundbox Alerts,No,0
BPM100880,Business Reports,Yes,1
BPM100880,Settlement History,Yes,20
BPM100880,Loan Dashboard,No,0
BPM100880,Rewards,No,0
BPM100881,QR Payments,Yes,27
BPM100881,Soundbox Alerts,Yes,14
BPM100881,Business Reports,Yes,7
BPM100881,Settlement History,Yes,14
BPM100881,Loan Dashboard,No,0
BPM100881,Rewards,Yes,19
BPM100882,QR Payments,No,0
BPM100882,Soundbox Alerts,Yes,5
BPM100882,Business Reports,Yes,4
BPM100882,Settlement History,Yes,20
BPM100882,Loan Dashboard,No,0
BPM100882,Rewards,Yes,8
BPM100883,QR Payments,Yes,20
BPM100883,Soundbox Alerts,No,0
BPM100883,Business Reports,Yes,8
BPM100883,Settlement History,No,0
BPM100883,Loan Dashboard,Yes,1
BPM100883,Rewards,No,0
BPM100884,QR Payments,No,0
BPM100884,Soundbox Alerts,No,0
BPM100884,Business Reports,Yes,4
BPM100884,Settlement History,No,0
BPM100884,Loan Dashboard,Yes,7
BPM100884,Rewards,Yes,17
BPM100885,QR Payments,Yes,20
BPM100885,Soundbox Alerts,Yes,19
BPM100885,Business Reports,No,0
BPM100885,Settlement History,Yes,9
BPM100885,Loan Dashboard,No,0
BPM100885,Rewards,No,0
BPM100886,QR Payments,Yes,25
BPM100886,Soundbox Alerts,Yes,17
BPM100886,Business Reports,Yes,2
BPM100886,Settlement History,Yes,10
BPM100886,Loan Dashboard,Yes,6
BPM100886,Rewards,Yes,20
BPM100887,QR Payments,Yes,17
BPM100887,Soundbox Alerts,Yes,16
BPM100887,Business Reports,Yes,2
BPM100887,Settlement History,Yes,8
BPM100887,Loan Dashboard,Yes,6
BPM100887,Rewards,Yes,15
BPM100888,QR Payments,Yes,21
BPM100888,Soundbox Alerts,No,0
BPM100888,Business Reports,Yes,3
BPM100888,Settlement History,No,0
BPM100888,Loan Dashboard,No,0
BPM100888,Rewards,Yes,20
BPM100889,QR Payments,Yes,28
BPM100889,Soundbox Alerts,Yes,8
BPM100889,Business Reports,No,0
BPM100889,Settlement History,No,0
BPM100889,Loan Dashboard,No,0
BPM100889,Rewards,No,0
BPM100890,QR Payments,Yes,29
BPM100890,Soundbox Alerts,Yes,8
BPM100890,Business Reports,No,0
BPM100890,Settlement History,Yes,14
BPM100890,Loan Dashboard,Yes,3
BPM100890,Rewards,Yes,11
BPM100891,QR Payments,Yes,18
BPM100891,Soundbox Alerts,Yes,19
BPM100891,Business Reports,Yes,6
BPM100891,Settlement History,Yes,18
BPM100891,Loan Dashboard,Yes,4
BPM100891,Rewards,Yes,13
BPM100892,QR Payments,Yes,28
BPM100892,Soundbox Alerts,Yes,19
BPM100892,Business Reports,Yes,6
BPM100892,Settlement History,Yes,16
BPM100892,Loan Dashboard,Yes,7
BPM100892,Rewards,Yes,17
BPM100893,QR Payments,No,0
BPM100893,Soundbox Alerts,Yes,14
BPM100893,Business Reports,Yes,5
BPM100893,Settlement History,Yes,6
BPM100893,Loan Dashboard,No,0
BPM100893,Rewards,No,0
BPM100894,QR Payments,Yes,27
BPM100894,Soundbox Alerts,Yes,16
BPM100894,Business Reports,No,0
BPM100894,Settlement History,Yes,7
BPM100894,Loan Dashboard,No,0
BPM100894,Rewards,Yes,16
BPM100895,QR Payments,Yes,23
BPM100895,Soundbox Alerts,Yes,20
BPM100895,Business Reports,No,0
BPM100895,Settlement History,Yes,9
BPM100895,Loan Dashboard,Yes,5
BPM100895,Rewards,Yes,5
BPM100896,QR Payments,Yes,15
BPM100896,Soundbox Alerts,Yes,20
BPM100896,Business Reports,Yes,2
BPM100896,Settlement History,No,0
BPM100896,Loan Dashboard,No,0
BPM100896,Rewards,No,0
BPM100897,QR Payments,Yes,23
BPM100897,Soundbox Alerts,Yes,18
BPM100897,Business Reports,No,0
BPM100897,Settlement History,No,0
BPM100897,Loan Dashboard,Yes,1
BPM100897,Rewards,No,0
BPM100898,QR Payments,Yes,29
BPM100898,Soundbox Alerts,No,0
BPM100898,Business Reports,Yes,8
BPM100898,Settlement History,No,0
BPM100898,Loan Dashboard,Yes,4
BPM100898,Rewards,Yes,12
BPM100899,QR Payments,Yes,22
BPM100899,Soundbox Alerts,Yes,19
BPM100899,Business Reports,Yes,2
BPM100899,Settlement History,No,0
BPM100899,Loan Dashboard,Yes,5
BPM100899,Rewards,Yes,12
BPM100900,QR Payments,Yes,16
BPM100900,Soundbox Alerts,Yes,18
BPM100900,Business Reports,Yes,1
BPM100900,Settlement History,Yes,14
BPM100900,Loan Dashboard,Yes,1
BPM100900,Rewards,Yes,17
BPM100901,QR Payments,No,0
BPM100901,Soundbox Alerts,Yes,5
BPM100901,Business Reports,Yes,1
BPM100901,Settlement History,Yes,17
BPM100901,Loan Dashboard,No,0
BPM100901,Rewards,No,0
BPM100902,QR Payments,Yes,17
BPM100902,Soundbox Alerts,Yes,12
BPM100902,Business Reports,Yes,3
BPM100902,Settlement History,Yes,19
BPM100902,Loan Dashboard,Yes,1
BPM100902,Rewards,Yes,10
BPM100903,QR Payments,No,0
BPM100903,Soundbox Alerts,No,0
BPM100903,Business Reports,No,0
