loan_id,merchant_id,approval_date,end_date,loan_type,loan_amount,interest_rate,loan_term_months,monthly_installment,amount_paid,remaining_amount,status
LN47488,BPM100739,2024-08-03,2024-11-01,Working Capital,122000,18.41,3,41921,144460.2,0.0,Paid
LN84853,BPM100742,2025-03-23,2025-09-19,Business Expansion,641000,20.2,6,113215,770482.0,0.0,Paid
LN42562,BPM100743,2024-06-17,2025-03-14,Equipment Purchase,281000,16.01,9,33342,325988.1,0.0,Paid
LN10111,BPM100743,2024-04-24,,Short Term Cash Flow,46000,13.44,18,2836,25524.0,26658.4,Active
LN78001,BPM100744,2024-12-01,,Working Capital,27000,14.52,18,1678,15102.0,15818.4,Active
LN29311,BPM100751,2024-05-15,2024-11-11,Inventory Financing,345000,18.51,6,60644,408859.5,0.0,Paid
LN84970,BPM100751,2023-11-19,2025-05-12,Short Term Cash Flow,28000,13.89,18,1732,31889.2,0.0,Paid
LN16262,BPM100751,2023-12-07,2024-06-04,Working Capital,151000,17.34,6,26455,177183.4,0.0,Paid
LN20886,BPM100751,2023-04-14,2024-01-09,Inventory Financing,431000,16.74,9,51291,503149.4,0.0,Paid
LN41871,BPM100753,2023-04-30,2023-08-28,Short Term Cash Flow,98000,16.26,6,17117,51351.0,62583.8,Default
LN84762,BPM100754,2024-04-06,2024-07-05,Short Term Cash Flow,65000,23.76,3,22530,80444.0,0.0,Paid
LN62452,BPM100754,2023-12-27,2024-09-22,Business Expansion,209000,18.54,9,25053,247748.6,0.0,Paid
LN73305,BPM100754,2023-06-04,2024-11-25,Inventory Financing,361000,15.26,18,22565,416088.6,0.0,Paid
LN90638,BPM100755,2024-09-08,,Equipment Purchase,167000,15.66,12,15125,90750.0,102402.2,Active
LN27722,BPM100758,2023-07-06,,Equipment Purchase,128000,16.0,6,22340,67020.0,81460.0,Active
LN49547,BPM100761,2023-02-06,2024-02-01,Inventory Financing,489000,17.5,12,44715,574575.0,0.0,Paid
LN54400,BPM100761,2024-11-08,,Inventory Financing,438000,17.8,12,40114,240684.0,275280.0,Active
LN23188,BPM100762,2023-05-09,2023-11-05,Short Term Cash Flow,67000,20.61,6,11847,80808.7,0.0,Paid
LN83721,BPM100763,2025-03-28,2025-06-26,Equipment Purchase,268000,21.35,3,92531,325218.0,0.0,Paid
LN16724,BPM100763,2024-04-17,2024-10-14,Equipment Purchase,200000,17.31,6,35036,234620.0,0.0,Paid
LN42380,BPM100763,2023-12-31,,Inventory Financing,225000,14.31,18,13964,125676.0,131521.5,Active
LN91001,BPM100764,2024-03-17,,Inventory Financing,301000,16.76,6,52647,157941.0,193506.6,Active
LN20539,BPM100768,2025-01-13,,Business Expansion,527000,15.58,12,47710,286260.0,322846.6,Active
LN44420,BPM100778,2025-01-04,2025-12-30,Short Term Cash Flow,42000,15.36,12,3798,48451.2,0.0,Paid
LN84700,BPM100778,2023-03-18,,Working Capital,62000,15.78,12,5619,33714.0,38069.6,Active
LN20547,BPM100781,2023-07-30,2024-01-26,Working Capital,95000,18.31,6,16690,112394.5,0.0,Paid
LN15647,BPM100781,2024-12-31,2025-03-31,Working Capital,80000,22.16,3,27658,97728.0,0.0,Paid
LN38058,BPM100782,2023-02-24,2023-04-25,Working Capital,180000,23.01,3,62316,62316.0,159102.0,Default
LN91543,BPM100782,2023-12-17,,Equipment Purchase,106000,19.99,9,12780,51120.0,76069.4,Default
LN53829,BPM100783,2025-03-07,2026-08-29,Equipment Purchase,276000,13.53,18,17028,313342.8,0.0,Paid
LN28957,BPM100783,2023-06-18,2023-12-15,Short Term Cash Flow,51000,20.92,6,9026,61669.2,0.0,Paid
LN68222,BPM100786,2024-03-17,,Inventory Financing,344000,20.06,3,118522,118522.0,294484.4,Active
LN54826,BPM100791,2024-11-02,2025-05-01,Short Term Cash Flow,62000,20.3,6,10954,74586.0,0.0,Paid
LN45434,BPM100791,2024-09-24,2026-03-18,Equipment Purchase,198000,13.17,18,12182,224076.6,0.0,Paid
LN65705,BPM100791,2023-09-28,,Working Capital,67000,17.05,6,11729,35187.0,43236.5,Active
LN70775,BPM100792,2024-11-22,,Inventory Financing,327000,20.65,3,112773,112773.0,281752.5,Active
LN10289,BPM100795,2024-10-31,,Business Expansion,317000,15.88,9,37594,150376.0,216963.6,Active
LN19773,BPM100799,2023-06-26,2024-12-17,Working Capital,62000,15.83,18,3892,71814.6,0.0,Paid
LN11162,BPM100799,2022-09-10,2023-06-07,Short Term Cash Flow,54000,19.48,9,6497,64519.2,0.0,Paid
LN59821,BPM100799,2023-04-24,2023-07-23,Equipment Purchase,178000,23.21,3,61643,219313.8,0.0,Paid
LN57998,BPM100799,2023-12-22,2024-06-19,Business Expansion,663000,19.31,6,116806,791025.3,0.0,Paid
LN59657,BPM100802,2023-11-06,2024-05-04,Inventory Financing,273000,16.23,6,47678,317307.9,0.0,Paid
LN18557,BPM100803,2024-02-21,,Short Term Cash Flow,67000,14.48,18,4163,37467.0,39234.6,Active
LN38446,BPM100805,2024-09-06,,Inventory Financing,189000,18.97,9,22695,90780.0,134073.3,Active
LN32810,BPM100807,2024-04-14,,Equipment Purchase,271000,21.36,3,93568,93568.0,235317.6,Active
LN41182,BPM100809,2024-12-14,,Short Term Cash Flow,23000,16.57,12,2093,12558.0,14253.1,Active
LN75395,BPM100814,2023-10-29,2024-07-25,Inventory Financing,471000,17.02,9,56114,224456.0,326708.2,Default
LN20270,BPM100816,2024-05-26,2025-05-21,Equipment Purchase,152000,15.35,12,13744,175332.0,0.0,Paid
LN26773,BPM100816,2024-06-20,2025-01-16,Inventory Financing,192000,14.7,12,17302,103812.0,116412.0,Default
LN86965,BPM100818,2023-11-16,2024-05-14,Equipment Purchase,173000,18.5,6,30409,205005.0,0.0,Paid
LN27701,BPM100819,2023-08-29,2024-08-23,Working Capital,174000,17.07,12,15875,203701.8,0.0,Paid
LN74095,BPM100819,2023-05-06,2023-11-02,Business Expansion,188000,18.57,6,33052,222911.6,0.0,Paid
LN47940,BPM100820,2025-02-05,,Business Expansion,184000,17.46,12,16822,100932.0,115194.4,Active
LN23015,BPM100823,2024-11-14,,Inventory Financing,370000,17.25,6,64806,194418.0,239407.0,Active
LN76541,BPM100824,2024-04-02,2025-03-28,Business Expansion,903000,14.93,12,81473,1037817.9,0.0,Paid
LN66768,BPM100824,2024-10-01,2025-06-28,Business Expansion,179000,18.11,9,21420,211416.9,0.0,Paid
LN26492,BPM100824,2023-05-29,,Working Capital,115000,17.56,6,20160,60480.0,74714.0,Active
LN17274,BPM100826,2023-03-19,,Business Expansion,433000,14.38,12,38955,233730.0,261535.4,Active
LN17441,BPM100827,2024-01-30,2024-04-29,Short Term Cash Flow,79000,21.96,3,27303,96348.4,0.0,Paid
LN22425,BPM100827,2024-07-16,2025-07-11,Working Capital,148000,17.79,12,13554,174329.2,0.0,Paid
LN84621,BPM100828,2024-09-02,2025-05-30,Working Capital,194000,15.9,9,23009,224846.0,0.0,Paid
LN24290,BPM100828,2024-11-02,,Business Expansion,936000,22.51,3,323778,323778.0,822915.6,Active
LN29840,BPM100832,2023-09-12,2024-03-10,Inventory Financing,163000,17.46,6,28567,191459.8,0.0,Paid
LN12115,BPM100832,2023-05-14,2023-08-12,Business Expansion,565000,18.4,3,194138,668960.0,0.0,Paid
LN16382,BPM100832,2024-09-16,,Inventory Financing,410000,17.25,6,71812,215436.0,265289.0,Active
LN14330,BPM100833,2024-02-17,2024-11-13,Business Expansion,473000,19.49,9,56915,565187.7,0.0,Paid
LN73733,BPM100838,2024-10-16,2025-01-14,Working Capital,155000,21.04,3,53489,187612.0,0.0,Paid
LN56037,BPM100838,2024-11-03,,Inventory Financing,97000,18.62,6,17056,51168.0,63893.4,Active
LN49159,BPM100839,2024-07-08,2025-07-03,Inventory Financing,409000,17.83,12,37464,481924.7,0.0,Paid
LN31617,BPM100843,2023-09-21,2024-09-15,Inventory Financing,280000,17.1,12,25551,327880.0,0.0,Paid
LN28968,BPM100847,2025-02-11,2025-05-12,Equipment Purchase,227000,21.11,3,78344,274919.7,0.0,Paid
LN31756,BPM100847,2024-01-18,2025-01-12,Equipment Purchase,266000,15.05,12,24015,306033.0,0.0,Paid
LN38776,BPM100847,2023-11-30,,Equipment Purchase,230000,13.71,18,14209,127881.0,133652.0,Active
LN51556,BPM100850,2024-12-27,2025-12-22,Short Term Cash Flow,93000,16.95,12,8480,108763.5,0.0,Paid
LN95693,BPM100851,2025-03-01,2025-08-28,Short Term Cash Flow,83000,16.87,6,14522,97002.1,0.0,Paid
LN27516,BPM100851,2024-12-15,2025-03-15,Short Term Cash Flow,95000,22.67,3,32871,116536.5,0.0,Paid
LN82750,BPM100851,2023-05-06,2024-01-31,Working Capital,183000,18.61,9,21942,217056.3,0.0,Paid
LN96921,BPM100851,2023-01-12,,Equipment Purchase,240000,15.0,18,14972,134748.0,141252.0,Active
LN28715,BPM100855,2023-07-05,,Short Term Cash Flow,93000,17.4,12,8500,51000.0,58182.0,Active
LN68397,BPM100857,2024-10-26,2025-04-24,Inventory Financing,384000,20.97,6,67971,464524.8,0.0,Paid
LN20632,BPM100857,2024-02-05,2024-11-01,Equipment Purchase,232000,18.72,9,27830,275430.4,0.0,Paid
LN39603,BPM100857,2024-02-14,,Business Expansion,802000,22.22,3,277294,277294.0,702910.4,Active
LN50739,BPM100858,2024-02-20,2025-02-14,Equipment Purchase,220000,17.3,12,20096,258060.0,0.0,Paid
LN82058,BPM100862,2024-11-01,2026-04-25,Working Capital,27000,13.56,18,1666,30661.2,0.0,Paid
LN27087,BPM100862,2024-08-26,,Short Term Cash Flow,98000,14.82,18,6105,54945.0,57578.6,Active
LN88073,BPM100863,2025-03-28,2025-06-26,Business Expansion,327000,18.92,3,112455,388868.4,0.0,Paid
LN51756,BPM100863,2024-12-04,2025-08-31,Business Expansion,537000,19.45,9,64606,641446.5,0.0,Paid
LN74697,BPM100863,2024-06-12,2024-09-10,Short Term Cash Flow,90000,20.57,3,31034,108513.0,0.0,Paid
LN83505,BPM100863,2024-04-23,,Equipment Purchase,167000,13.56,18,10305,92745.0,96900.2,Active
LN64046,BPM100864,2024-11-01,2025-04-30,Working Capital,191000,17.22,6,33451,223890.2,0.0,Paid
LN24809,BPM100867,2024-04-20,,Working Capital,75000,13.47,18,4625,41625.0,43477.5,Active
LN14521,BPM100872,2024-06-10,2025-03-07,Inventory Financing,269000,15.04,9,31793,309457.6,0.0,Paid
LN39884,BPM100874,2025-01-07,2026-01-02,Equipment Purchase,239000,17.2,12,21821,280108.0,0.0,Paid
LN59755,BPM100876,2024-12-01,2025-03-01,Equipment Purchase,102000,22.76,3,35298,125215.2,0.0,Paid
LN99602,BPM100876,2024-08-26,2025-08-21,Short Term Cash Flow,87000,15.07,12,7855,100110.9,0.0,Paid
LN20752,BPM100876,2023-12-10,,Short Term Cash Flow,95000,15.5,18,5949,53541.0,56184.0,Default
LN58277,BPM100878,2024-04-08,2025-01-03,Short Term Cash Flow,44000,15.4,9,5208,50776.0,0.0,Paid
LN11788,BPM100878,2024-06-01,2025-02-26,Equipment Purchase,277000,17.48,9,33063,325419.6,0.0,Paid
LN19294,BPM100878,2023-12-10,2024-06-07,Working Capital,138000,18.98,6,24290,164192.4,0.0,Paid
LN82087,BPM100878,2023-03-13,2023-09-09,Inventory Financing,230000,16.29,6,40175,267467.0,0.0,Paid
LN54552,BPM100878,2023-01-12,,Business Expansion,184000,17.04,6,32209,96627.0,118726.6,Active
LN28105,BPM100883,2024-04-13,,Short Term Cash Flow,49000,19.81,9,5904,23616.0,35090.9,Active
LN63292,BPM100884,2023-09-08,2024-03-06,Working Capital,156000,19.12,6,27469,185827.2,0.0,Paid
LN45421,BPM100884,2023-11-17,2024-11-11,Equipment Purchase,190000,14.4,12,17095,217360.0,0.0,Paid
LN37487,BPM100884,2023-03-31,2023-09-27,Business Expansion,370000,18.94,6,65118,440078.0,0.0,Paid
LN49320,BPM100884,2024-03-10,2024-12-05,Inventory Financing,123000,18.69,9,14753,145988.7,0.0,Paid
LN63857,BPM100885,2024-09-20,2025-06-17,Equipment Purchase,253000,19.0,9,30383,301070.0,0.0,Paid
LN43398,BPM100885,2023-05-04,2024-10-25,Inventory Financing,349000,14.17,18,21636,398453.3,0.0,Paid
LN94187,BPM100885,2022-12-28,2023-06-26,Equipment Purchase,250000,21.48,6,44316,303700.0,0.0,Paid
LN30871,BPM100885,2024-06-10,,Working Capital,196000,13.13,18,12056,108504.0,113230.8,Active
LN96023,BPM100890,2024-05-19,2024-08-17,Business Expansion,978000,21.6,3,337806,1189248.0,0.0,Paid
LN47751,BPM100891,2025-02-25,,Equipment Purchase,206000,20.91,6,36457,109371.0,139703.6,Active
LN54029,BPM100894,2023-10-11,2024-10-05,Short Term Cash Flow,57000,15.11,12,5148,65612.7,0.0,Paid
LN17386,BPM100902,2024-09-15,2026-03-09,Short Term Cash Flow,33000,13.18,18,2031,37349.4,0.0,Paid
LN39055,BPM100902,2024-09-14,2024-12-13,Short Term Cash Flow,49000,23.21,3,16969,60372.9,0.0,Paid
LN56318,BPM100902,2023-07-03,,Inventory Financing,434000,14.24,12,39017,234102.0,261699.6,Active
LN33704,BPM100903,2025-01-13,2026-07-07,Equipment Purchase,188000,13.76,18,11619,213868.8,0.0,Paid
LN89145,BPM100906,2024-12-29,,Equipment Purchase,269000,17.69,9,32135,128540.0,188046.1,Active
LN13281,BPM100907,2024-09-05,2025-03-04,Short Term Cash Flow,92000,19.91,6,16236,110317.2,0.0,Paid
LN80319,BPM100907,2023-04-20,,Working Capital,190000,16.75,9,22612,90448.0,131377.0,Active
LN17791,BPM100909,2024-03-26,,Equipment Purchase,76000,18.16,9,9096,36384.0,53417.6,Active
LN23155,BPM100910,2025-04-08,,Working Capital,114000,21.34,6,20200,60600.0,77727.6,Active
LN83488,BPM100913,2025-03-12,2026-03-07,Short Term Cash Flow,71000,14.82,12,6402,81522.2,0.0,Paid
LN92455,BPM100914,2024-05-06,2025-01-31,Working Capital,192000,16.52,9,22829,223718.4,0.0,Paid
LN81793,BPM100914,2025-01-20,,Equipment Purchase,130000,14.29,18,8067,72603.0,75974.0,Active
LN93837,BPM100921,2024-04-25,,Business Expansion,326000,14.7,18,20291,182619.0,191303.0,Active
LN63451,BPM100925,2024-04-27,2024-10-24,Equipment Purchase,188000,18.47,6,33043,222723.6,0.0,Paid
LN73776,BPM100925,2023-11-03,2024-07-30,Business Expansion,977000,18.77,9,117221,1160382.9,0.0,Paid
LN14065,BPM100927,2025-02-24,,Inventory Financing,279000,14.7,18,17366,156294.0,163719.0,Active
LN98263,BPM100928,2024-06-20,,Business Expansion,590000,21.83,6,104688,314064.0,404733.0,Active
LN33566,BPM100933,2024-10-19,,Business Expansion,230000,19.08,6,40495,121485.0,152399.0,Active
LN22757,BPM100936,2024-02-26,2024-08-24,Business Expansion,617000,17.05,6,108007,722198.5,0.0,Paid
LN63060,BPM100936,2023-07-12,2023-10-10,Working Capital,37000,19.42,3,12735,44185.4,0.0,Paid
LN40692,BPM100936,2023-05-08,2024-05-02,Equipment Purchase,283000,16.61,12,25759,330006.3,0.0,Paid
LN51537,BPM100936,2023-08-04,,Equipment Purchase,101000,22.24,3,34922,34922.0,88540.4,Default
LN50679,BPM100937,2025-04-19,,Short Term Cash Flow,36000,15.35,18,2252,20268.0,21258.0,Active
LN21584,BPM100940,2024-03-24,,Equipment Purchase,198000,19.48,9,23824,95296.0,141274.4,Active
LN33142,BPM100942,2024-10-14,,Working Capital,164000,17.18,12,14972,89832.0,102343.2,Active
LN11983,BPM100944,2025-04-11,2026-04-06,Working Capital,174000,16.63,12,15839,202936.2,0.0,Paid
LN23472,BPM100944,2023-11-24,2024-07-21,Working Capital,189000,16.24,12,17170,103020.0,116673.6,Default
LN23386,BPM100944,2024-02-14,2024-11-10,Working Capital,87000,19.16,9,10455,103669.2,0.0,Paid
LN18003,BPM100944,2023-01-27,2023-11-23,Business Expansion,630000,14.95,12,56848,341088.0,383097.0,Default
LN63770,BPM100947,2024-11-24,2026-05-18,Business Expansion,794000,15.04,18,49548,913417.6,0.0,Paid
LN41550,BPM100947,2023-08-16,2024-02-12,Inventory Financing,240000,21.06,6,42493,290544.0,0.0,Paid
LN44561,BPM100947,2023-07-19,2024-01-15,Equipment Purchase,188000,15.67,18,11788,106092.0,111367.6,Default
LN72618,BPM100947,2023-10-13,2024-01-11,Inventory Financing,155000,20.58,3,53449,186899.0,0.0,Paid
LN96751,BPM100947,2023-09-13,2024-09-07,Equipment Purchase,254000,16.3,12,23082,295402.0,0.0,Paid
LN51196,BPM100955,2024-11-25,2025-08-22,Working Capital,104000,16.42,9,12360,121076.8,0.0,Paid
LN84271,BPM100955,2024-07-01,2025-12-23,Inventory Financing,216000,13.93,18,13367,246088.8,0.0,Paid
LN94784,BPM100955,2023-07-12,2023-10-10,Business Expansion,303000,18.48,3,104127,358994.4,0.0,Paid
LN95577,BPM100955,2024-07-27,,Business Expansion,181000,14.99,12,16336,98016.0,110115.9,Default
LN51502,BPM100956,2024-10-16,2025-01-14,Equipment Purchase,230000,23.68,3,79712,284464.0,0.0,Paid
LN80698,BPM100956,2024-09-13,,Short Term Cash Flow,83000,14.92,18,5175,46575.0,48808.6,Active
LN38595,BPM100959,2024-08-10,2025-02-06,Short Term Cash Flow,91000,16.85,6,15921,106333.5,0.0,Paid
LN74434,BPM100962,2025-03-14,2025-12-09,Equipment Purchase,204000,19.06,9,24505,242882.4,0.0,Paid
LN66336,BPM100962,2022-11-04,2023-10-30,Inventory Financing,123000,16.43,12,11185,143208.9,0.0,Paid
LN86950,BPM100962,2024-01-26,2024-04-25,Business Expansion,122000,19.95,3,42026,146339.0,0.0,Paid
LN49203,BPM100962,2023-05-09,,Working Capital,108000,13.03,18,6638,59742.0,62330.4,Default
LN55059,BPM100965,2024-06-28,2025-03-25,Inventory Financing,325000,17.56,9,38804,382070.0,0.0,Paid
LN11017,BPM100965,2024-12-31,2026-06-24,Inventory Financing,260000,14.91,18,16209,298766.0,0.0,Paid
LN45438,BPM100965,2023-08-12,2025-02-02,Equipment Purchase,241000,14.85,18,15018,276788.5,0.0,Paid
LN51679,BPM100965,2024-03-16,,Inventory Financing,190000,21.51,6,33683,101049.0,129820.0,Active
LN68245,BPM100966,2025-03-26,2026-09-17,Business Expansion,765000,13.4,18,47150,867510.0,0.0,Paid
LN83089,BPM100966,2024-09-04,,Working Capital,131000,14.88,12,11816,70896.0,79596.8,Active
LN79420,BPM100970,2025-02-12,2025-11-09,Working Capital,126000,17.49,9,15040,148037.4,0.0,Paid
LN47369,BPM100971,2024-01-31,2024-10-27,Equipment Purchase,257000,19.87,9,30971,123884.0,184181.9,Default
LN21148,BPM100971,2024-11-24,2026-05-18,Working Capital,144000,14.05,18,8919,164232.0,0.0,Paid
LN48412,BPM100971,2024-05-14,2025-02-08,Short Term Cash Flow,69000,16.5,9,8203,80385.0,0.0,Paid
LN73233,BPM100971,2023-12-22,,Short Term Cash Flow,72000,20.54,6,12729,38187.0,48601.8,Active
LN75425,BPM100972,2023-07-30,2024-07-24,Short Term Cash Flow,93000,15.5,12,8416,107415.0,0.0,Paid
LN32242,BPM100972,2024-05-22,,Inventory Financing,352000,14.17,18,21822,196398.0,205480.4,Active
LN31800,BPM100974,2024-09-12,2025-03-11,Inventory Financing,176000,21.57,6,31206,213963.2,0.0,Paid
LN16893,BPM100974,2023-07-01,,Equipment Purchase,144000,14.95,18,8980,80820.0,84708.0,Active
LN58146,BPM100975,2022-10-03,2024-03-26,Inventory Financing,135000,14.32,18,8379,154332.0,0.0,Paid
LN38544,BPM100975,2023-09-03,2024-08-28,Short Term Cash Flow,52000,17.28,12,4750,60985.6,0.0,Paid
LN61860,BPM100977,2025-01-30,2025-10-27,Short Term Cash Flow,46000,18.26,9,5508,54399.6,0.0,Paid
LN84512,BPM100977,2024-04-20,2024-10-17,Short Term Cash Flow,67000,21.37,6,11873,81317.9,0.0,Paid
LN92898,BPM100977,2023-03-11,2024-03-05,Short Term Cash Flow,51000,16.71,12,4644,59522.1,0.0,Paid
LN83836,BPM100977,2022-12-19,2024-06-11,Working Capital,95000,13.52,18,5861,107844.0,0.0,Paid
LN34077,BPM100982,2024-05-01,2025-04-26,Inventory Financing,185000,15.84,12,16771,214304.0,0.0,Paid
LN55783,BPM100982,2024-09-01,2025-02-28,Inventory Financing,108000,18.5,6,18984,127980.0,0.0,Paid
LN85523,BPM100982,2024-04-16,,Short Term Cash Flow,96000,19.97,9,11574,46296.0,68875.2,Active
LN59294,BPM100983,2024-03-24,2024-12-19,Inventory Financing,363000,19.51,9,43683,433821.3,0.0,Paid
LN97640,BPM100983,2024-12-03,2025-03-03,Short Term Cash Flow,22000,19.25,3,7570,26235.0,0.0,Paid
LN24255,BPM100983,2023-03-05,2023-06-03,Business Expansion,718000,22.5,3,248364,879550.0,0.0,Paid
LN77141,BPM100983,2023-08-17,2024-02-13,Working Capital,156000,18.74,6,27439,185234.4,0.0,Paid
LN32606,BPM100983,2024-08-13,,Inventory Financing,235000,17.05,6,41137,123411.0,151656.5,Active
LN10722,BPM100993,2024-03-17,2025-03-12,Working Capital,68000,16.95,12,6200,79526.0,0.0,Paid
LN40793,BPM100996,2023-09-17,2024-06-13,Business Expansion,700000,18.1,9,83761,826700.0,0.0,Paid
LN51916,BPM100996,2024-11-24,2025-08-21,Equipment Purchase,143000,18.08,9,17110,168854.4,0.0,Paid
LN70528,BPM100998,2024-01-10,,Business Expansion,291000,18.84,3,100062,100062.0,245762.4,Active
LN42018,BPM100999,2024-03-05,2025-02-28,Business Expansion,521000,16.8,12,47468,608528.0,0.0,Paid
LN55494,BPM100999,2022-11-17,2023-08-14,Working Capital,42000,17.12,9,5006,49190.4,0.0,Paid
LN29563,BPM101004,2024-08-18,2025-08-13,Short Term Cash Flow,61000,14.12,12,5480,69613.2,0.0,Paid
LN56613,BPM101008,2024-06-23,2025-12-15,Short Term Cash Flow,50000,13.2,18,3077,56600.0,0.0,Paid
LN82084,BPM101008,2024-12-28,2025-12-23,Equipment Purchase,247000,17.33,12,22566,289805.1,0.0,Paid
LN53740,BPM101008,2024-07-12,,Business Expansion,884000,20.46,3,304771,304771.0,760095.4,Active
LN88969,BPM101010,2024-01-25,2024-12-20,Short Term Cash Flow,67000,15.22,12,6054,36324.0,40873.4,Default
LN64537,BPM101010,2024-01-15,2025-01-09,Inventory Financing,452000,16.53,12,41124,526715.6,0.0,Paid
LN46893,BPM101010,2024-07-31,2025-01-27,Short Term Cash Flow,63000,18.24,6,11066,74491.2,0.0,Paid
LN90344,BPM101010,2024-06-20,2025-03-17,Short Term Cash Flow,68000,16.24,9,8076,79043.2,0.0,Paid
LN65591,BPM101010,2023-01-05,,Working Capital,40000,19.29,6,7047,21141.0,26575.0,Active
LN20842,BPM101019,2024-01-10,2024-12-05,Working Capital,49000,16.71,12,4462,26772.0,30415.9,Default
LN61357,BPM101020,2024-07-03,2025-03-30,Equipment Purchase,286000,19.73,9,34447,342427.8,0.0,Paid
LN48900,BPM101021,2024-01-20,2025-07-13,Short Term Cash Flow,57000,15.01,18,3556,65555.7,0.0,Paid
LN23733,BPM101025,2023-10-18,,Short Term Cash Flow,65000,15.19,18,4061,36549.0,38324.5,Active
LN83769,BPM101028,2024-10-14,2026-04-07,Inventory Financing,329000,14.17,18,20396,375619.3,0.0,Paid
LN68967,BPM101028,2024-08-21,2025-02-17,Equipment Purchase,150000,19.43,6,26436,179145.0,0.0,Paid
LN51247,BPM101033,2025-02-06,2025-11-03,Short Term Cash Flow,54000,17.08,9,6435,63223.2,0.0,Paid
LN40662,BPM101037,2024-07-10,2025-07-05,Working Capital,49000,15.04,12,4424,56369.6,0.0,Paid
LN37174,BPM101039,2024-02-11,2024-11-07,Equipment Purchase,169000,18.11,9,20223,199605.9,0.0,Paid
LN83901,BPM101039,2025-01-02,,Equipment Purchase,91000,21.18,6,16117,48351.0,61922.8,Active
LN32258,BPM101040,2024-03-08,2024-12-03,Short Term Cash Flow,49000,19.95,9,5907,58775.5,0.0,Paid
LN73824,BPM101040,2023-12-30,2024-12-24,Working Capital,89000,16.16,12,8082,103382.4,0.0,Paid
LN34401,BPM101040,2024-05-16,2025-02-10,Short Term Cash Flow,51000,19.81,9,6145,61103.1,0.0,Paid
LN93793,BPM101040,2023-12-28,,Working Capital,154000,19.44,3,53005,53005.0,130932.6,Active
LN28170,BPM101048,2023-07-07,2023-10-05,Working Capital,192000,19.05,3,66043,228576.0,0.0,Paid
LN62476,BPM101048,2024-07-12,2026-01-03,Inventory Financing,446000,14.29,18,27675,509733.4,0.0,Paid
LN62212,BPM101048,2023-08-07,2024-05-03,Business Expansion,973000,15.06,9,115008,1119533.8,0.0,Paid
LN47763,BPM101050,2024-02-12,2024-05-12,Equipment Purchase,150000,23.11,3,51938,184665.0,0.0,Paid
LN84732,BPM101051,2024-07-09,,Inventory Financing,483000,18.88,9,57976,231904.0,342286.4,Active
LN22837,BPM101053,2025-02-16,,Equipment Purchase,191000,23.42,3,66168,66168.0,169564.2,Active
LN93563,BPM101058,2024-07-27,2026-01-18,Equipment Purchase,246000,14.54,18,15293,281768.4,0.0,Paid
LN86666,BPM101058,2023-08-31,,Working Capital,102000,14.83,18,6355,57195.0,59931.6,Active
LN21384,BPM101059,2023-08-17,,Business Expansion,826000,22.01,3,285495,285495.0,722307.6,Active
LN44817,BPM101064,2024-04-12,2025-01-07,Equipment Purchase,130000,16.14,9,15433,150982.0,0.0,Paid
LN28069,BPM101064,2024-08-06,,Working Capital,104000,15.65,12,9419,56514.0,63762.0,Active
LN85985,BPM101065,2023-06-24,2023-12-21,Working Capital,71000,20.05,6,12535,85235.5,0.0,Paid
LN11033,BPM101065,2024-03-05,,Short Term Cash Flow,34000,15.3,9,4023,16092.0,23110.0,Active
LN23449,BPM101069,2024-11-04,2025-08-01,Working Capital,70000,15.62,9,8293,80934.0,0.0,Paid
LN21772,BPM101069,2024-05-31,2025-11-22,Inventory Financing,364000,13.21,18,22403,412084.4,0.0,Paid
LN86040,BPM101069,2024-07-20,,Inventory Financing,111000,17.28,6,19444,58332.0,71848.8,Active
LN67864,BPM101073,2024-02-17,2025-08-10,Business Expansion,462000,14.05,18,28616,526911.0,0.0,Paid
LN13765,BPM101073,2023-12-20,,Short Term Cash Flow,40000,15.48,9,4736,18944.0,27248.0,Active
LN46039,BPM101075,2025-03-10,2026-09-01,Short Term Cash Flow,49000,14.65,18,3049,56178.5,0.0,Paid
LN98204,BPM101075,2023-12-05,,Inventory Financing,320000,13.94,18,19804,178236.0,186372.0,Active
LN90965,BPM101076,2024-01-11,,Business Expansion,354000,21.26,6,62712,188136.0,241124.4,Active
LN69022,BPM101078,2025-02-05,2026-01-31,Equipment Purchase,195000,15.61,12,17657,225439.5,0.0,Paid
LN79844,BPM101078,2024-12-09,2025-06-07,Equipment Purchase,170000,18.37,6,29871,201229.0,0.0,Paid
LN76111,BPM101078,2023-01-01,2023-06-30,Equipment Purchase,199000,16.2,6,34751,231238.0,0.0,Paid
LN68700,BPM101078,2023-11-28,,Short Term Cash Flow,40000,21.3,3,13809,13809.0,34711.0,Active
LN90438,BPM101084,2023-06-03,,Inventory Financing,288000,17.65,6,50501,151503.0,187329.0,Active
LN18466,BPM101088,2024-03-02,,Short Term Cash Flow,78000,20.76,6,13798,41394.0,52798.8,Default
LN90858,BPM101091,2024-11-30,2026-05-24,Business Expansion,407000,13.5,18,25104,461945.0,0.0,Paid
LN15027,BPM101091,2024-11-24,2025-05-23,Working Capital,181000,17.72,6,31745,213073.2,0.0,Paid
LN97970,BPM101091,2023-10-29,2024-01-27,Short Term Cash Flow,78000,20.93,3,26912,94325.4,0.0,Paid
LN60917,BPM101091,2024-02-14,,Equipment Purchase,196000,15.41,12,17729,106374.0,119829.6,Active
